call_duration,data_usage,num_calls,sms_count,customer_id
27,0.48,11,44,227
9,2.61,29,16,228
37,1.78,17,40,229
33,1.71,4,12,230
51,3.05,29,8,231
42,1.68,23,5,232
44,3.91,7,26,233
24,0.45,12,41,234
15,3.34,13,36,235
59,4.07,5,38,236
54,3.4,28,42,237
32,2.54,6,23,238
32,4.76,2,8,239
24,1.57,21,41,240
41,0.19,7,10,241
52,2.22,14,34,242
49,0.26,25,28,243
49,4.77,22,7,244
58,1.13,28,16,245
52,3.97,14,6,246
12,3.9,10,11,247
39,1.17,4,47,248
2,3.14,3,14,249
3,0.34,25,28,250
49,2.47,23,44,251
37,0.17,27,49,252
49,4.61,14,49,253
56,4.88,29,23,254
17,1.19,6,36,255
59,1.12,23,13,256
49,3.79,15,10,257
2,1.34,8,34,258
2,4.49,5,16,259
28,2.91,3,26,260
54,1.82,3,43,261
23,4.18,13,2,262
37,2.52,2,1,263
32,4.57,24,3,264
33,4.65,1,17,265
1,0.91,12,19,266
19,0.11,8,20,267
2,4.92,19,13,268
53,4.54,9,7,269
44,0.37,28,1,270
26,4.18,14,25,271
32,2.34,28,18,272
6,1.37,27,41,273
32,4.41,18,27,274
55,1.06,10,28,275
4,4.74,9,4,276
55,1.11,6,42,277
11,3.11,1,27,278
56,1.19,5,40,279
59,2.77,10,47,280
17,3.45,25,25,281
38,1.03,13,4,282
24,2.65,22,14,283
5,2.4,23,45,284
52,0.45,4,8,285
34,4.11,1,31,286
6,1.74,21,25,287
22,2.92,2,36,288
11,2.62,24,14,289
48,2.61,4,40,290
16,0.63,17,3,291
33,2.18,10,35,292
9,2.32,23,19,293
59,3.69,12,26,294
6,4.22,27,20,295
16,2.77,2,21,296
29,0.53,3,6,297
3,1.26,14,46,298
20,0.91,25,30,299
59,0.71,15,16,300
36,1.89,13,49,301
19,1.22,9,6,302
26,1.17,2,18,303
3,0.37,19,27,304
19,0.19,16,9,305
20,0.6,11,26,306
32,0.94,12,12,307
7,2.21,25,1,308
52,2.6,1,21,309
41,0.79,2,19,310
33,2.18,16,42,311
40,1.77,27,4,312
39,1,2,5,313
18,0.13,26,34,314
40,2.39,19,0,315
1,3.46,10,34,316
11,1.21,19,2,317
28,0.75,10,35,318
57,4.45,16,6,319
25,1.45,13,28,320
50,1.2,16,14,321
23,4.3,18,10,322
31,4.1,24,17,323
30,2.3,8,43,324
42,2.5,24,3,325
35,1.17,18,23,326
7,0.48,13,10,327
16,2.91,25,5,328
26,0.58,27,17,329
48,2.3,7,14,330
57,4.71,28,2,331
52,4.77,21,16,332
49,1.27,23,32,333
2,3.16,24,33,334
1,2.42,25,29,335
48,4.39,18,18,336
12,1.43,6,8,337
5,0.12,9,39,338
37,0.9,29,43,339
32,1.81,6,30,340
59,1.65,18,26,341
55,3.98,17,46,342
9,3.43,12,24,343
41,1.57,3,6,344
35,2.34,27,47,345
19,0.57,5,6,346
48,4.5,7,19,347
16,4.68,10,43,348
3,4.9,10,48,349
20,4.36,19,42,350
24,0.95,25,35,351
54,0.33,26,18,352
56,2.94,28,1,353
33,4.57,4,33,354
24,0.97,10,16,355
52,0.13,18,23,356
11,4.05,3,8,357
49,0.48,21,0,358
8,2.13,3,41,359
36,3.43,5,27,360
38,1.26,16,14,361
40,0.51,20,20,362
20,3.87,13,14,363
35,3.19,11,22,364
48,4.94,26,1,365
25,1.79,13,45,366
35,0.4,19,35,367
25,3.7,28,49,368
29,2.66,6,8,369
18,1.14,24,1,370
46,3.93,13,1,371
18,1.1,28,17,372
2,1.38,4,16,373
54,0.55,25,40,374
35,2.06,22,7,375
16,2.15,5,33,376
41,2.62,19,33,377
36,3.57,5,4,378
33,4.54,21,43,379
4,0.77,14,28,380
33,0.37,28,27,381
14,0.19,28,15,382
21,0.8,4,13,383
48,3.32,12,1,384
20,3.66,6,39,385
56,3.95,19,3,386
8,1.29,10,40,387
7,1.6,1,30,388
3,2.47,23,25,389
17,0.41,23,26,390
33,3.09,28,33,391
48,4.92,16,30,392
12,1.87,4,47,393
59,3.79,9,10,394
51,2.55,28,7,395
22,0.73,18,11,396
55,2.95,29,34,397
22,1.57,17,44,398
46,0.27,15,33,399
30,3.21,19,12,400
38,4.31,7,26,401
38,1.79,25,7,402
45,2.01,18,46,403
51,4.47,6,20,404
54,4.09,19,40,405
8,3.6,21,10,406
27,1.32,12,21,407
27,4.56,25,20,408
34,0.86,3,27,409
21,3.17,1,2,410
30,0.24,5,6,411
33,3.25,1,13,412
28,1.46,8,14,413
47,2.3,7,8,414
33,1.79,15,42,415
5,0.95,11,6,416
48,3.15,18,11,417
19,4.42,14,18,418
4,4.8,27,26,419
35,1.04,9,17,420
49,3.62,5,12,421
17,3.36,23,42,422
44,1.78,4,0,423
28,0.19,12,37,424
30,3.48,29,20,425
29,4.73,1,33,426
46,3.2,24,12,427
53,2.23,13,44,428
6,2.67,1,40,429
35,1.08,3,22,430
41,3.78,22,0,431
37,3.76,8,22,432
24,0.81,24,27,433
29,4.4,18,31,434
49,1.42,25,7,435
46,4.91,16,25,436
53,1.98,20,13,437
31,0.97,20,23,438
35,1.82,16,47,439
33,2.26,2,28,440
52,0.44,17,3,441
21,2.93,10,17,442
32,3.03,7,13,443
23,3.72,27,26,444
33,0.24,10,40,445
3,2.75,19,46,446
18,0.36,20,2,447
25,3.54,27,29,448
42,0.37,9,35,449
31,4.57,22,22,450
54,3.54,17,17,451
58,2.59,9,45,452
3,2.26,9,46,453
40,0.74,5,39,454
46,1.53,24,9,455
24,4.36,7,11,456
50,4.53,11,40,457
32,0.1,8,7,458
47,3.01,25,31,459
22,3.62,14,16,460
23,3.13,2,40,461
2,0.5,10,44,462
27,1.17,21,13,463
42,1.33,24,36,464
2,4.18,16,8,465
26,2.37,16,25,466
17,2.49,19,47,467
40,4.68,27,23,468
33,3.22,11,22,469
9,4.5,6,30,470
43,2.34,6,38,471
54,0.83,7,43,472
48,4.66,16,1,473
39,2.35,13,49,474
29,0.99,27,17,475
42,1.58,3,15,476
55,0.35,24,28,477
26,2.39,24,10,478
35,4.28,9,1,479
50,4.67,24,13,480
25,4.67,3,3,481
24,0.71,6,38,482
13,1.97,25,33,483
58,0.24,17,45,484
7,4.29,3,38,485
57,1.86,2,8,486
36,3.19,12,39,487
45,3.6,24,40,488
20,2.21,6,6,489
1,1.6,10,16,490
8,4.81,11,22,491
46,4.83,16,44,492
16,1.52,27,10,493
14,2.45,16,21,494
12,4.87,24,17,495
51,0.12,18,48,496
23,2.12,27,27,497
15,0.59,22,15,498
28,2.59,23,41,499
34,0.22,24,3,500
2,2.09,9,35,501
32,1.18,21,21,502
23,2.71,27,10,503
22,4.98,19,20,504
51,4.02,2,39,505
25,4.24,24,40,506
58,3.21,1,15,507
22,0.3,26,41,508
58,1.11,16,8,509
58,4.63,22,34,510
22,1.89,18,33,511
49,0.61,3,8,512
52,3.54,24,12,513
42,1.57,1,5,514
6,1.42,6,3,515
15,4.99,19,45,516
54,4.3,22,27,517
43,2.1,19,10,518
37,4.9,11,33,519
33,3.29,27,34,520
8,3.74,8,4,521
53,0.25,5,38,522
44,0.7,20,10,523
44,3.2,9,11,524
5,4.51,15,42,525
39,3.16,21,18,526
4,0.76,28,12,527
6,0.67,14,3,528
45,4.24,4,13,529
32,0.78,24,43,530
52,2.65,24,1,531
30,0.28,8,7,532
47,0.5,20,21,533
35,3.39,29,12,534
55,3.48,17,20,535
40,1.77,2,20,536
52,1.16,20,27,537
16,4.09,16,32,538
13,1.16,10,28,539
50,2.76,2,36,540
42,4.84,11,21,541
30,0.82,10,25,542
19,4.71,19,10,543
17,1,25,10,544
56,2.88,25,44,545
19,1.95,14,33,546
28,4.83,11,18,547
58,1.44,9,47,548
55,2.06,7,36,549
26,4.92,15,13,550
37,2.73,20,28,551
26,2.56,17,18,552
53,1.36,3,36,553
23,3.54,15,20,554
9,0.17,14,23,555
12,0.34,8,25,556
53,3.04,4,40,557
1,1.77,26,11,558
58,4.77,10,47,559
58,4.53,2,18,560
1,3.6,14,46,561
47,4.11,8,48,562
34,3.37,23,29,563
32,0.72,27,14,564
54,3.85,10,2,565
48,1.13,25,48,566
25,1.68,18,12,567
40,4.11,15,8,568
45,2.73,5,12,569
53,4.31,22,15,570
1,1.14,13,13,571
16,3.08,18,7,572
39,0.51,2,18,573
5,3.25,13,31,574
22,3.84,14,34,575
29,2.97,10,22,576
55,1.4,4,20,577
3,0.25,15,17,578
12,0.69,8,47,579
26,3.15,15,13,580
16,4.68,14,15,581
51,1.11,29,23,582
37,3.7,27,48,583
22,4.35,21,31,584
57,2.65,9,10,585
29,3.38,20,44,586
14,4.09,3,10,587
28,1.38,26,3,588
5,1.55,15,25,589
47,0.1,24,45,590
49,4.82,17,4,591
30,4.6,25,35,592
46,3.85,16,32,593
52,0.49,4,13,594
5,2.29,11,31,595
12,0.6,25,6,596
16,0.18,8,9,597
26,3.12,3,1,598
26,4.81,19,9,599
48,4.52,14,34,600
21,3.51,9,20,601
39,0.57,3,39,602
36,1.44,4,41,603
33,1.67,25,7,604
30,3.84,28,45,605
37,4.03,4,17,606
23,1.99,11,8,607
58,2.15,19,40,608
10,0.32,16,29,609
54,1.52,23,3,610
5,2.31,22,34,611
36,0.67,17,13,612
34,2.32,10,13,613
52,4.28,24,47,614
31,2.95,17,36,615
10,0.49,16,19,616
58,1.04,20,28,617
19,2.43,22,22,618
58,1.87,6,46,619
32,1.86,7,20,620
1,2.69,14,30,621
56,2.96,11,31,622
5,4,12,40,623
45,1.77,14,6,624
4,4.05,5,12,625
16,1.76,5,22,626
24,0.37,20,7,627
16,2.82,22,11,628
55,2.98,23,35,629
2,4.68,26,15,630
49,3.66,15,25,631
28,4.6,26,28,632
32,4.55,1,28,633
27,3.06,25,5,634
20,2.69,24,36,635
24,2.83,23,32,636
12,4.89,9,30,637
50,3.89,3,45,638
35,0.62,26,40,639
33,3.91,4,17,640
33,0.94,16,37,641
51,2.29,7,46,642
43,1.13,22,30,643
37,3.48,14,15,644
12,4.4,16,39,645
3,1.52,29,36,646
1,0.5,18,13,647
33,1.56,16,38,648
40,3.39,16,3,649
10,1.71,2,29,650
43,1.46,10,32,651
44,1,7,35,652
29,2.54,25,29,653
13,1.45,27,13,654
12,3.68,15,22,655
31,0.48,28,47,656
46,3.35,9,27,657
2,1.26,7,6,658
51,2.5,27,41,659
50,1.5,24,9,660
35,3.64,16,3,661
23,4.73,26,43,662
17,4.59,3,37,663
26,2.96,17,12,664
8,2.37,23,20,665
29,4.11,8,32,666
26,3.45,2,39,667
10,1,25,27,668
26,4.12,20,22,669
34,2.2,26,31,670
51,1.03,27,47,671
41,1.48,25,4,672
7,1.41,29,25,673
4,2.64,3,38,674
58,1.25,8,25,675
53,0.71,27,2,676
50,0.71,2,23,677
45,2.96,19,33,678
11,3.7,17,33,679
29,1.68,5,19,680
56,0.27,20,29,681
36,0.72,29,41,682
25,4.58,17,19,683
21,2.52,10,40,684
57,2.32,9,17,685
36,0.29,22,37,686
10,3.67,6,19,687
37,2.69,11,5,688
9,1.09,2,41,689
24,0.64,23,24,690
35,1.98,12,40,691
49,4.2,12,40,692
35,4.34,16,2,693
48,3.05,25,43,694
36,3.66,22,42,695
18,0.66,27,45,696
49,2.98,24,18,697
39,3.37,12,9,698
32,1.08,21,4,699
24,4.41,18,21,700
23,1.06,13,8,701
32,1.64,15,32,702
37,3.14,16,14,703
12,3.23,4,23,704
49,3.53,12,29,705
55,0.65,17,35,706
13,4.26,1,38,707
23,2.71,22,5,708
25,2.41,18,14,709
35,4.91,22,37,710
41,3.73,16,38,711
30,0.68,1,21,712
17,3.81,27,2,713
49,0.57,10,28,714
20,0.23,19,28,715
48,2.08,16,30,716
25,4.97,14,44,717
22,0.96,25,1,718
13,3.4,2,34,719
59,0.95,24,44,720
19,3.65,6,8,721
49,2.58,28,21,722
36,3.43,22,18,723
12,1.09,23,49,724
41,3.75,5,36,725
19,4.98,12,9,726
12,3.36,27,45,727
9,2.52,4,20,728
7,4.62,22,16,729
28,0.18,24,2,730
14,3.68,4,6,731
31,4.45,5,40,732
52,0.4,7,36,733
19,2.31,6,35,734
58,1.1,13,2,735
47,2.88,4,12,736
16,3.28,13,40,737
53,1.58,4,29,738
5,2.35,10,22,739
35,1.47,20,6,740
12,1.91,1,29,741
25,0.88,21,28,742
52,4.44,8,7,743
59,0.15,7,9,744
21,4.42,5,32,745
36,2.9,3,19,746
53,1.73,15,28,747
23,3.64,27,28,748
16,2.59,17,20,749
57,2.55,29,0,750
39,0.64,23,33,751
45,2.01,13,43,752
53,1.28,15,31,753
42,0.18,27,44,754
58,1.86,19,13,755
39,0.54,20,36,756
14,1.36,14,34,757
31,0.55,21,23,758
58,0.59,13,48,759
5,1.08,12,0,760
35,5,24,45,761
23,0.11,29,5,762
29,3.23,23,48,763
43,0.79,9,3,764
11,4.61,27,37,765
18,0.56,3,0,766
47,4.78,11,40,767
12,3.09,10,30,768
9,0.11,1,35,769
10,4.48,17,8,770
58,2.66,28,40,771
44,1.39,26,44,772
17,3.86,13,22,773
38,4.64,14,30,774
7,2.47,1,28,775
46,1.65,2,48,776
13,3.97,2,20,777
40,3.44,7,2,778
42,4.45,9,25,779
9,3.49,24,5,780
50,1.29,4,19,781
27,4.67,2,46,782
58,0.61,19,45,783
2,1.41,26,12,784
5,2.65,5,40,785
29,2.87,9,22,786
37,0.18,24,14,787
38,3.92,13,45,788
19,1.87,12,30,789
8,2.09,19,3,790
48,4.07,9,10,791
45,1.96,10,1,792
1,0.33,19,15,793
22,0.96,10,30,794
52,4.78,12,47,795
17,0.44,14,38,796
7,1.84,8,42,797
25,2.57,16,43,798
45,2.52,17,3,799
4,0.12,20,47,800
36,2.56,4,27,801
6,1.98,6,15,802
31,4.86,12,38,803
19,0.88,28,24,804
44,1.84,18,12,805
54,2.16,7,4,806
39,2.01,5,29,807
27,3.36,10,0,808
10,1.16,6,4,809
26,1.18,27,13,810
19,3.67,14,10,811
39,2.55,6,33,812
3,2.13,14,28,813
45,0.93,12,17,814
13,1.02,27,14,815
50,0.15,22,45,816
28,0.55,26,24,817
58,2.83,12,29,818
20,4.47,8,44,819
28,1.51,10,1,820
8,1.71,16,39,821
41,0.67,20,26,822
39,2,26,48,823
1,0.28,8,14,824
3,4.6,9,31,825
13,3.4,13,19,826
28,4.95,29,13,827
57,4.43,20,26,828
49,2.42,17,2,829
25,2.65,19,48,830
56,1.03,17,2,831
33,2.36,7,12,832
38,4.52,28,24,833
53,0.35,1,17,834
6,4.33,27,0,835
58,1.77,20,38,836
44,4.51,29,4,837
45,4.71,14,1,838
32,3.39,17,29,839
45,3.36,13,16,840
47,2.32,29,28,841
21,4.19,2,41,842
16,4.81,27,3,843
54,3.9,14,8,844
21,3.15,1,20,845
11,3.07,29,42,846
37,4.26,5,11,847
36,2.75,7,11,848
35,4.04,19,49,849
19,2.59,14,3,850
20,0.41,24,27,851
57,1.98,14,8,852
18,2.28,15,39,853
47,0.79,5,31,854
41,0.6,5,12,855
49,2.72,29,33,856
14,0.52,21,18,857
15,1.58,24,13,858
31,3.75,2,4,859
1,4.83,18,26,860
53,3.62,28,27,861
54,4.96,24,25,862
54,3.52,9,9,863
3,1.54,27,23,864
16,3.39,28,16,865
23,3.54,10,15,866
57,1.92,26,16,867
11,0.19,18,0,868
12,3.55,4,20,869
10,0.21,8,46,870
32,3.19,18,48,871
16,0.9,20,42,872
8,2.87,26,21,873
38,2.57,29,4,874
12,0.17,29,35,875
24,1.88,17,20,876
28,3.05,16,8,877
53,4.26,18,26,878
8,4.45,7,47,879
58,2.47,1,11,880
28,3.67,28,17,881
36,1.65,1,34,882
26,1.78,18,14,883
8,1.05,4,49,884
58,2.85,23,43,885
50,1.64,20,29,886
28,0.51,21,44,887
28,3.46,20,32,888
37,3.57,4,35,889
41,1.86,25,39,890
36,0.48,6,29,891
27,2.19,28,25,892
54,2.27,3,20,893
17,3.38,6,36,894
9,1.65,13,42,895
33,3.44,23,30,896
53,4.37,7,16,897
20,1.26,24,16,898
13,4.9,29,33,899
28,1.99,4,23,900
48,1.41,1,32,901
29,2.17,6,3,902
13,0.56,24,8,903
46,0.72,5,1,904
35,2.13,13,34,905
6,3.84,19,37,906
18,4.51,4,44,907
51,3.36,24,14,908
5,0.62,6,42,909
47,3.39,13,41,910
25,3.21,29,2,911
2,4.05,5,30,912
10,4.14,13,40,913
56,4.35,25,41,914
30,2.13,10,22,915
50,3.52,3,11,916
59,1.41,23,7,917
45,5,25,20,918
5,0.96,27,20,919
55,0.15,13,31,920
56,0.83,27,16,921
33,3.9,12,36,922
54,2.29,4,23,923
1,2.29,10,7,924
18,4.78,26,17,925
32,4.61,3,10,926
47,1.62,17,9,927
49,1.12,9,25,928
11,4.26,29,46,929
21,4.54,1,5,930
26,2.75,18,16,931
25,3.18,9,22,932
22,1.36,21,41,933
59,4.02,20,36,934
27,3.2,25,27,935
49,2.57,9,15,936
13,0.39,2,11,937
33,4.59,19,20,938
34,3.12,28,23,939
41,1.04,16,27,940
35,3.07,3,36,941
1,3.42,16,20,942
21,2.68,21,32,943
48,3.62,13,1,944
55,2.95,3,36,945
6,4.74,10,18,946
28,0.36,22,27,947
17,0.62,18,14,948
5,0.95,6,0,949
31,3.48,6,42,950
5,3.26,18,27,951
38,4.47,6,49,952
3,3.69,6,34,953
53,2.59,22,31,954
23,4.96,28,27,955
37,1.4,13,8,956
53,4.18,14,23,957
37,2.19,21,3,958
10,3.28,7,44,959
10,3.66,13,40,960
19,3.21,15,2,961
17,0.79,12,47,962
21,2.27,21,21,963
14,2.85,27,39,964
9,4.26,1,38,965
46,2.27,28,48,966
1,4.6,25,24,967
51,2.26,3,47,968
45,2.79,18,21,969
13,4,26,49,970
4,2.96,22,47,971
1,4.81,8,46,972
49,3.34,2,33,973
40,2.66,4,19,974
32,0.22,18,35,975
34,2.13,28,36,976
28,1.57,28,38,977
31,3.77,25,26,978
8,1.12,26,46,979
39,1.11,13,48,980
26,1.03,15,31,981
58,0.72,2,41,982
34,1.62,10,28,983
54,4.44,2,40,984
54,3.9,29,47,985
3,3.7,21,31,986
59,4.01,12,23,987
50,1.42,5,2,988
12,4.45,12,26,989
1,0.77,23,8,990
54,1.75,1,39,991
44,2.98,28,22,992
5,0.6,2,6,993
30,3.68,27,16,994
30,2,16,36,995
59,3.94,27,6,996
57,2.52,22,29,997
17,0.99,2,12,998
48,3.7,16,17,999
47,1.34,20,30,1000
23,2.5,26,21,1001
15,0.47,16,13,1002
37,3.13,6,17,1003
21,3.36,13,34,1004
14,1.96,12,16,1005
2,4.78,23,18,1006
11,4.38,10,30,1007
51,3.57,5,38,1008
39,3.6,8,35,1009
38,1.34,6,14,1010
34,3.32,5,28,1011
38,1.07,20,39,1012
50,0.81,22,15,1013
34,5,6,32,1014
18,3.15,22,24,1015
30,2.21,17,15,1016
15,1.51,6,29,1017
27,3.06,17,33,1018
51,0.34,5,1,1019
34,0.56,23,39,1020
52,0.26,17,43,1021
57,2.55,29,42,1022
38,3.04,17,37,1023
33,0.41,29,17,1024
24,3.63,13,4,1025
15,1.23,22,46,1026
30,3.46,7,39,1027
55,4.91,22,5,1028
42,3.49,21,11,1029
51,4.43,6,11,1030
17,4.75,29,11,1031
5,2.49,14,8,1032
29,3.54,16,41,1033
4,4.27,3,21,1034
10,1.85,9,48,1035
56,1.38,15,49,1036
17,4.74,21,15,1037
10,3.66,18,3,1038
17,1.18,28,49,1039
20,2.3,10,2,1040
24,4,10,15,1041
5,2.78,23,13,1042
34,3.28,3,40,1043
6,3.79,1,37,1044
53,3.15,3,3,1045
2,2.75,25,1,1046
13,3.77,5,9,1047
43,3.67,7,10,1048
43,3.19,3,38,1049
48,1.86,4,25,1050
11,2.09,17,36,1051
51,4.86,3,25,1052
47,0.65,23,3,1053
57,1.42,4,25,1054
23,2.51,2,37,1055
55,4.2,14,27,1056
16,0.9,5,1,1057
31,1.46,21,1,1058
11,0.42,2,15,1059
54,3.56,15,22,1060
16,1.27,11,22,1061
8,2,22,12,1062
4,2.27,10,20,1063
40,4.47,20,38,1064
4,2.12,1,24,1065
56,0.81,19,36,1066
25,2.67,14,48,1067
3,4.82,25,12,1068
32,3.08,26,14,1069
3,4.92,23,27,1070
27,4.22,29,2,1071
29,0.28,22,22,1072
32,3.33,14,3,1073
50,1.51,1,46,1074
58,2.84,25,49,1075
51,1.47,29,2,1076
19,1.81,9,38,1077
21,4.62,17,7,1078
5,1.11,14,42,1079
18,4.38,13,24,1080
28,0.25,13,40,1081
42,0.55,6,11,1082
22,4.29,7,4,1083
21,3.19,2,32,1084
6,3.76,26,45,1085
1,1.13,8,24,1086
5,2.73,24,24,1087
41,3.71,6,34,1088
12,3.17,25,14,1089
26,2.41,3,41,1090
46,4.8,18,25,1091
34,3.41,18,9,1092
49,4.55,22,23,1093
14,3.68,23,34,1094
26,3.7,6,28,1095
45,0.49,11,37,1096
27,1.86,3,4,1097
9,4.31,16,23,1098
26,1.24,5,18,1099
57,0.67,24,45,1100
47,1.7,22,48,1101
57,1.18,2,43,1102
22,4.63,15,8,1103
47,4.35,16,25,1104
56,2.55,7,24,1105
30,0.4,16,34,1106
43,3.6,24,49,1107
48,3.15,4,35,1108
17,4.86,28,13,1109
26,2.84,16,5,1110
36,1.75,17,31,1111
1,2.64,2,25,1112
8,4.9,16,14,1113
49,3.51,4,48,1114
35,3.39,7,30,1115
52,1.28,18,36,1116
15,3.74,6,37,1117
47,3.78,18,36,1118
56,1.65,28,18,1119
22,2.47,7,13,1120
14,1.54,2,35,1121
26,1.37,19,36,1122
28,0.23,9,10,1123
23,1.5,29,26,1124
14,2.81,4,1,1125
24,0.11,14,21,1126
2,1.49,5,1,1127
45,4.42,25,19,1128
26,3.01,7,43,1129
14,3.08,8,47,1130
59,2.08,15,16,1131
56,3.41,27,3,1132
51,1.03,19,13,1133
7,4.11,27,6,1134
3,0.67,11,14,1135
47,3.31,20,29,1136
23,1.77,23,15,1137
46,3.76,4,39,1138
43,2.79,18,1,1139
47,2.32,14,18,1140
45,0.93,26,0,1141
18,3.22,6,30,1142
58,4.88,25,3,1143
38,4.15,16,26,1144
35,0.39,18,24,1145
51,1.94,1,21,1146
15,4.64,8,42,1147
25,2.56,1,9,1148
55,3.34,1,49,1149
37,4.57,19,32,1150
28,4.38,21,48,1151
10,2.56,29,47,1152
